
The table with its size of the array in rows and its recursion limit is represented in columns
Table[i][j] will be the running time

size          2             4             6             8             10            12            14            16            18            20            22            24            26            28            30            32            34            36            38            40            42            44            46            48            50            52            54            56            58            60            62            64            66            68            70            72            74            76            78            80            82            84            86            88            90            92            94            96            98            100           102           104           106           108           110           112           114           116           118           120           122           124           126           128           130           132           134           136           138           140           142           144           146           148           150           152           154           156           158           160           162           164           166           168           170           172           174           176           178           180           182           184           186           188           190           192           194           196           198           200           202           204           206           208           210           212           214           216           218           220           222           224           226           228           230           232           234           236           238           240           242           244           246           248           250           252           254           256           258           260           262           264           266           268           270           272           274           276           278           280           282           284           286           288           290           292           294           296           298           300


Running Time  20000.000     9.979         9.834         9.250         9.702         10.424        10.141        8.282         6.818         5.973         5.458         5.626         5.498         4.823         5.870         5.506         5.589         7.439         5.893         4.727         4.652         4.755         9.478         17.551        15.795        16.537        17.411        16.971        16.405        16.192        14.247        14.398        16.699        15.912        15.857        11.890        12.701        12.538        5.278         1.272         1.831         1.850         2.475         1.871         1.525         1.271         1.478         1.304         1.454         1.688         2.398         2.257         2.228         2.603         2.263         2.377         1.327         2.175         2.308         2.457         2.264         2.361         2.281         2.447         2.356         2.492         2.481         2.319         2.850         2.414         3.013         2.438         2.879         2.419         2.717         2.521         2.610         2.558         2.627         2.449         2.651         2.741         1.969         3.301         2.503         3.360         5.802         3.527         3.110         2.595         2.925         2.666         3.037         2.782         3.083         2.784         2.444         2.014         1.823         2.326         1.753         2.240         1.613         1.933         2.831         2.187         2.578         2.839         2.437         3.165         2.943         2.852         3.280         2.775         3.153         1.678         2.370         1.715         2.035         1.700         1.965         1.783         2.000         1.679         2.048         1.775         1.647         2.262         1.701         2.423         1.676         2.295         1.699         1.996         1.724         1.952         1.708         1.998         1.664         2.048         1.962         1.787         2.378         1.753         2.554         1.784         2.554         1.780         2.022         1.786         1.898

Running Time  120000.000    11.593        10.626        10.607        10.885        10.931        9.623         9.796         10.349        10.309        9.959         9.455         10.951        10.533        9.305         9.174         10.287        10.108        9.286         9.352         10.426        10.761        10.493        10.632        9.415         9.238         10.703        11.355        9.518         9.434         10.384        10.859        9.653         9.321         10.764        10.827        9.668         9.686         11.082        11.082        9.832         9.857         12.215        11.404        9.809         10.123        11.228        11.915        10.140        10.091        11.503        11.742        10.197        10.252        11.902        13.479        10.303        10.259        11.935        11.870        10.230        10.892        12.184        12.146        10.889        10.710        12.419        12.389        10.756        10.812        12.670        12.802        10.700        10.884        12.633        12.761        11.100        11.037        13.450        14.698        12.552        12.440        14.696        14.875        13.346        11.274        13.336        13.510        11.534        12.161        13.576        13.999        12.234        12.815        19.555        16.836        13.861        13.246        17.120        14.190        16.900        23.065        17.856        14.767        12.414        12.336        14.697        14.649        15.840        24.805        17.852        15.898        15.233        13.827        23.625        15.520        17.462        14.772        17.494        17.924        13.401        13.421        19.338        19.064        13.842        13.364        15.966        17.722        13.978        18.276        19.824        17.697        14.595        14.209        16.001        16.138        13.800        13.872        16.273        16.193        14.248        13.932        19.369        16.611        14.213        14.204        16.974        16.944        14.986        14.366        17.093

Running Time  220000.000    33.537        28.474        27.933        38.787        31.810        32.691        27.927        26.096        25.712        26.855        26.855        25.564        26.333        25.581        28.151        27.548        26.730        26.562        30.494        34.412        28.143        28.027        27.525        28.240        27.536        27.737        28.525        28.339        28.887        31.070        29.830        30.748        29.785        30.187        31.326        29.268        31.150        30.353        29.643        29.629        29.149        30.278        29.988        29.907        32.521        31.508        30.918        31.276        30.800        31.755        32.007        32.800        32.413        39.982        33.113        35.624        33.483        34.015        32.858        32.854        34.032        33.752        33.315        36.702        34.213        34.231        34.621        34.488        35.714        35.933        35.622        36.805        37.140        37.702        36.993        37.371        38.093        38.151        37.998        38.535        37.549        49.305        41.304        38.840        39.091        38.542        38.890        38.876        39.343        38.927        53.814        45.683        59.858        46.002        41.637        45.329        44.204        44.051        45.830        43.334        46.477        42.151        45.141        43.018        58.005        42.343        41.794        44.027        43.877        44.357        44.824        47.741        46.375        47.439        45.700        45.507        44.774        46.065        46.519        44.952        47.178        48.295        46.066        48.090        46.444        48.823        47.554        47.608        47.720        47.850        51.766        48.981        50.832        48.070        48.799        52.103        50.970        61.485        52.599        50.578        51.324        52.332        50.553        50.684        51.673        50.906        54.517        60.783        52.534        52.187

Running Time  320000.000    52.178        49.844        47.982        46.944        46.512        46.940        48.762        45.696        43.377        45.034        44.316        44.042        46.747        48.434        47.945        49.517        47.127        51.714        44.610        45.738        45.916        47.038        46.166        47.685        51.116        47.243        59.739        51.353        48.876        47.690        48.690        48.517        50.102        49.570        53.127        54.435        50.788        48.870        50.157        50.365        49.991        56.563        59.345        55.942        51.874        50.816        52.087        51.197        51.430        53.381        53.482        52.621        57.957        54.783        55.577        56.441        55.306        57.565        55.763        57.001        56.367        55.534        56.339        55.801        60.869        61.880        57.203        60.120        57.876        60.284        59.429        59.208        64.124        60.954        68.345        60.506        60.081        61.041        61.793        62.644        85.998        77.352        63.065        67.917        65.915        65.176        64.722        66.347        64.820        65.760        65.732        66.051        69.913        65.689        78.288        66.883        86.081        86.954        70.659        73.791        71.187        79.852        78.968        71.921        68.802        70.674        71.018        70.865        71.328        71.202        72.110        72.780        74.229        72.436        75.598        79.447        73.859        77.146        74.277        74.471        75.961        81.814        83.234        83.433        75.820        76.567        80.724        109.088       99.319        87.595        88.035        80.380        78.948        81.999        84.598        78.341        79.769        79.161        80.867        80.008        81.839        82.453        83.092        83.891        83.087        84.433        83.097        84.716        83.851        84.814

Running Time  420000.000    75.191        73.910        67.653        65.921        67.114        67.744        66.032        66.469        66.191        67.145        66.439        66.029        64.422        67.963        66.316        65.960        65.843        67.732        67.791        69.007        80.777        71.475        70.195        67.800        69.768        68.848        68.459        71.412        75.150        68.889        70.948        85.159        70.274        71.224        69.319        72.291        70.957        71.070        70.552        73.245        74.312        74.395        76.495        74.568        75.900        74.009        76.352        74.178        74.873        76.456        78.864        82.527        75.778        83.325        80.362        83.767        85.429        84.216        91.975        101.685       85.485        81.226        80.620        80.385        100.223       88.699        84.272        88.894        86.083        85.532        83.800        87.010        84.893        84.372        85.800        86.205        86.237        87.616        90.541        99.633        99.472        106.232       99.303        89.470        95.821        103.025       107.191       100.655       99.501        100.197       94.881        100.323       103.277       103.532       104.142       94.778        113.278       110.554       95.037        95.175        100.484       96.951        99.555        100.474       112.697       99.206        99.377        100.090       100.776       99.403        101.724       101.274       101.736       102.420       103.631       107.010       104.559       105.037       109.093       112.344       104.117       108.036       106.916       108.097       106.687       111.481       114.859       109.130       108.805       111.656       113.215       111.657       108.328       110.707       113.373       112.834       110.021       114.376       119.654       111.113       120.952       128.621       115.785       114.463       118.774       115.088       115.145       116.199       117.852       114.754

Running Time  520000.000    94.150        94.861        91.442        90.057        87.077        87.617        87.199        87.304        87.119        87.797        88.331        89.643        93.344        86.516        85.542        84.690        83.691        84.645        89.080        87.172        87.671        88.004        87.361        88.338        90.450        87.260        91.050        90.317        89.613        90.569        91.589        89.119        89.671        89.948        90.889        90.469        94.757        93.573        93.684        95.581        95.513        94.799        95.227        95.962        95.829        97.318        96.597        98.071        96.871        99.862        97.415        101.602       101.582       100.110       101.788       106.602       102.667       104.013       103.655       106.492       105.854       108.044       105.832       106.115       106.001       108.844       108.351       109.238       110.546       109.349       110.053       111.414       110.273       112.993       111.511       113.649       113.888       111.903       112.393       115.750       113.779       114.636       116.538       118.285       117.322       116.387       116.298       120.410       119.164       119.778       118.294       119.075       122.273       122.536       121.289       125.019       120.086       124.654       125.077       123.466       124.457       126.632       127.614       124.909       126.841       129.513       130.059       128.576       128.355       128.855       129.569       130.576       133.172       131.818       130.122       130.350       132.800       131.589       140.212       133.127       137.555       137.519       137.735       140.801       137.816       138.195       138.455       135.865       138.706       151.322       137.096       140.160       141.545       138.642       138.365       140.747       141.563       139.550       142.645       143.658       142.728       141.237       145.328       145.137       143.870       148.109       145.342       147.331       147.537       146.844

Running Time  620000.000    116.896       115.015       109.953       110.548       129.491       107.372       111.738       108.877       103.773       106.640       105.946       108.751       108.622       111.339       107.633       111.945       110.573       110.465       111.025       112.411       114.259       111.942       113.671       112.632       111.452       108.905       112.218       113.269       118.537       113.807       115.224       112.478       120.737       116.031       117.706       114.912       115.518       117.000       114.827       121.840       118.001       120.009       120.156       123.173       123.359       121.563       123.376       122.109       123.486       129.601       127.319       125.076       123.416       124.106       124.615       128.179       128.447       127.520       126.591       128.075       129.942       128.463       130.214       131.946       130.693       132.725       133.971       134.371       135.203       132.555       134.392       138.283       135.893       134.768       135.802       138.476       135.187       141.487       136.540       138.921       162.435       143.417       145.663       141.811       140.091       142.600       141.746       143.791       150.672       147.918       151.558       152.030       150.874       155.421       150.482       152.016       154.605       151.496       153.378       155.715       152.219       175.868       163.672       155.709       157.853       158.744       155.343       160.520       159.863       159.943       164.642       163.324       163.211       165.161       161.704       163.495       166.158       166.120       164.090       168.826       168.422       169.744       167.821       168.721       169.126       169.037       173.426       173.076       173.870       170.976       173.920       174.422       196.541       174.432       172.363       176.070       176.291       177.978       178.342       178.526       174.942       178.585       177.906       186.463       184.316       182.369       181.606       181.752       185.478       183.476

Running Time  720000.000    142.884       139.039       138.730       142.062       138.104       132.725       134.639       132.085       136.551       136.173       130.550       132.873       132.108       132.888       129.652       131.772       128.468       133.378       132.364       131.464       133.533       130.324       131.298       132.670       131.499       135.652       134.932       132.443       139.387       134.711       136.018       136.730       138.546       141.336       136.435       141.530       142.233       140.398       143.914       139.679       141.786       141.271       145.446       148.560       142.468       142.581       143.470       145.393       148.635       149.434       145.682       147.596       162.146       170.267       155.034       153.070       153.091       158.809       154.482       156.847       158.955       157.203       165.804       162.663       159.579       160.508       161.386       159.755       161.487       162.000       165.142       166.866       160.512       163.820       163.210       165.023       165.053       169.032       175.057       169.047       170.296       177.309       174.649       173.765       172.013       177.613       175.484       175.856       174.661       179.771       176.930       178.461       178.353       179.692       180.273       180.479       181.936       187.735       182.947       185.577       184.802       185.889       184.786       188.040       190.407       190.447       184.724       187.235       187.962       189.040       188.485       190.047       190.006       188.717       192.988       192.086       198.736       195.973       194.038       195.829       196.539       197.931       196.778       199.973       199.310       205.446       204.739       204.165       204.488       206.679       204.675       208.117       206.496       209.384       212.267       210.707       207.764       211.354       209.493       215.265       215.987       249.832       212.711       214.558       216.882       214.023       216.931       219.656       220.855       218.700

Running Time  820000.000    166.202       156.503       156.584       157.869       192.313       149.849       149.308       153.730       151.775       150.336       150.320       157.559       151.752       150.336       152.741       153.938       162.440       160.179       160.106       158.958       165.825       157.799       159.418       163.662       167.114       163.480       159.142       160.692       164.680       160.401       162.165       164.960       168.699       166.946       165.965       165.651       170.578       172.291       171.125       171.696       183.479       181.392       171.255       177.694       183.293       171.481       182.064       179.859       178.337       176.463       179.654       178.511       181.540       178.761       178.407       181.410       190.067       183.608       183.145       186.121       186.354       190.635       187.965       187.228       188.637       191.952       191.410       190.578       194.292       192.518       194.264       194.328       194.289       196.661       196.386       198.499       198.790       198.886       203.859       202.283       199.563       205.041       203.037       199.755       203.173       209.741       204.192       206.001       209.412       212.424       207.987       212.563       214.524       215.491       213.365       213.159       210.076       213.305       215.970       213.220       212.323       215.380       220.249       218.301       218.280       219.517       220.081       223.706       222.755       222.367       225.283       225.102       225.931       223.832       231.675       224.702       227.102       233.196       229.045       227.531       229.055       232.379       231.001       232.340       230.857       230.454       230.116       232.283       235.320       235.242       236.815       240.668       241.631       237.215       238.795       240.927       244.951       241.696       242.509       244.242       242.397       243.019       253.826       259.202       258.869       259.094       266.608       266.984       273.653       264.859

Running Time  920000.000    206.498       202.114       195.801       190.841       187.683       193.579       191.838       177.718       186.285       180.227       187.802       185.105       187.814       174.308       174.623       176.120       178.692       178.569       173.638       177.851       181.498       177.524       178.033       181.183       189.870       188.277       187.558       183.857       180.920       182.342       184.611       190.908       185.214       185.002       185.742       193.824       191.569       197.948       194.101       188.737       192.792       189.960       194.678       195.257       194.901       194.060       200.862       197.899       197.921       200.397       203.016       201.495       201.801       206.378       206.699       202.785       201.687       205.515       205.761       205.024       208.127       214.939       206.773       208.585       215.717       213.805       210.586       212.369       215.134       217.138       216.615       219.899       223.671       220.794       215.592       222.733       219.616       221.088       222.242       227.182       228.247       223.910       225.927       230.910       231.492       226.890       232.075       231.958       230.174       236.094       231.113       236.599       235.242       234.541       236.773       240.682       236.276       236.665       240.840       241.528       242.580       241.187       249.964       252.048       246.127       247.878       248.991       248.777       248.195       249.822       255.906       251.245       252.748       251.378       255.418       252.049       258.288       255.828       256.907       258.460       259.229       264.995       258.540       261.499       262.215       269.888       266.355       265.528       267.034       270.348       267.846       267.161       271.900       273.692       280.735       278.459       280.099       280.927       279.680       284.178       281.183       285.317       283.180       284.542       287.622       283.870       287.214       289.822       290.941       288.908

