
The table with its size of the array in rows and its recursion limit is represented in columns
Table[i][j] will be the running time

size          2             4             6             8             10            12            14            16            18            20            22            24            26            28            30            32            34            36            38            40            42            44            46            48            50            52            54            56            58            60            62            64            66            68            70            72            74            76            78            80            82            84            86            88            90            92            94            96            98            100           102           104           106           108           110           112           114           116           118           120           122           124           126           128           130           132           134           136           138           140           142           144           146           148           150           152           154           156           158           160           162           164           166           168           170           172           174           176           178           180           182           184           186           188           190           192           194           196           198           200           202           204           206           208           210           212           214           216           218           220           222           224           226           228           230           232           234           236           238           240           242           244           246           248           250           252           254           256           258           260           262           264           266           268           270           272           274           276           278           280           282           284           286           288           290           292           294           296           298           300


Running Time  20000.000     20.752        20.429        10.583        18.619        19.005        18.754        11.775        11.682        9.691         13.141        13.967        12.400        5.660         5.072         4.402         4.879         4.560         16.266        4.390         4.544         4.338         15.085        19.646        29.452        24.896        17.651        19.043        16.091        16.176        16.479        15.486        16.468        16.080        15.292        15.799        16.219        16.094        17.990        2.093         8.319         2.286         2.578         2.341         2.512         2.169         2.521         2.276         2.347         4.668         4.273         2.263         2.850         3.210         2.921         6.132         3.030         2.998         2.561         2.702         2.526         2.783         2.896         2.836         3.039         2.738         2.498         5.000         2.952         2.488         3.130         2.517         3.126         2.528         2.864         1.995         2.250         1.586         1.770         1.526         1.825         1.621         1.536         2.198         2.635         3.093         2.709         3.150         2.550         2.789         2.499         2.688         2.601         2.340         1.555         1.813         1.803         1.556         2.243         2.196         2.411         1.618         2.129         1.577         1.822         1.636         1.730         1.604         1.761         1.579         1.788         1.829         1.581         2.186         1.587         2.276         1.620         2.121         1.649         2.137         1.647         1.664         1.629         1.788         1.654         1.854         2.016         1.710         2.384         1.941         2.454         1.725         2.188         1.776         2.134         1.707         2.695         1.728         1.735         1.778         1.814         2.216         1.801         2.561         1.805         2.538         1.819         2.413         1.874         2.226         1.874

Running Time  520000.000    100.904       94.491        97.187        92.749        93.194        93.296        89.002        89.367        93.581        91.587        91.937        102.119       169.512       120.664       138.209       105.614       100.754       105.570       108.014       135.226       94.317        108.900       112.496       93.832        99.612        108.714       97.157        103.817       97.681        94.325        102.778       97.724        97.493        97.408        95.766        98.190        148.930       119.458       97.075        121.514       97.061        98.463        108.208       104.653       99.168        101.109       100.376       104.953       101.627       106.523       107.953       101.005       104.775       105.016       118.416       104.767       115.513       134.317       109.588       128.104       115.049       118.830       113.822       112.117       111.228       112.128       110.965       112.085       112.665       111.089       110.471       111.942       110.644       113.893       117.765       116.646       121.148       117.287       117.939       114.641       134.734       162.707       124.289       131.758       132.824       139.011       120.631       120.269       123.076       123.865       120.606       125.732       122.358       124.132       127.154       126.326       123.652       124.830       127.923       127.385       132.794       125.684       141.903       131.983       129.856       130.926       134.726       131.085       133.740       137.557       129.458       132.301       131.841       137.003       135.139       134.161       132.436       134.611       137.204       145.082       139.392       140.460       142.382       159.116       144.025       138.361       147.709       141.440       139.796       138.943       140.948       141.338       141.455       141.619       142.016       140.377       149.892       152.955       154.101       143.250       145.710       146.061       146.568       146.429       153.417       153.929       158.392       150.511       150.340       152.225

Running Time  1020000.000   224.137       224.957       211.822       212.418       206.931       208.392       216.060       205.992       219.145       216.315       210.462       214.984       210.449       212.357       210.735       214.196       208.619       210.926       207.039       208.447       210.693       215.148       243.637       212.941       220.788       215.151       213.759       221.443       231.693       216.358       249.944       224.630       222.072       233.529       228.136       228.487       256.649       248.069       235.686       263.546       302.921       254.322       241.284       233.549       235.987       234.706       230.253       236.421       252.399       239.868       239.885       240.263       234.370       243.906       252.154       240.017       242.513       266.410       243.760       251.621       273.914       262.885       251.819       257.600       256.172       248.966       250.104       262.521       255.944       269.031       252.971       254.343       256.554       256.256       254.784       264.269       261.615       267.102       263.332       259.337       258.164       264.357       256.652       259.100       277.917       274.734       274.416       275.652       274.670       277.318       303.449       275.482       288.858       304.584       293.269       282.362       284.931       275.429       279.116       286.984       273.232       277.650       290.145       308.570       289.237       294.566       288.217       282.501       294.811       290.984       295.676       296.498       292.477       301.384       302.066       296.515       297.516       313.977       314.530       303.766       325.598       308.069       299.145       349.072       376.037       361.772       372.121       337.943       341.376       325.943       317.001       327.589       329.555       332.897       320.223       355.342       328.114       328.624       356.816       338.853       358.403       321.184       326.193       328.440       332.468       323.838       333.870       356.374       444.642       532.809

Running Time  1520000.000   472.322       386.616       379.180       372.282       370.905       363.074       372.427       338.438       362.095       422.138       353.939       346.456       338.279       393.729       549.735       361.579       391.930       408.477       384.294       349.279       358.165       410.519       374.397       364.383       396.246       359.409       366.251       364.382       370.292       369.783       363.188       387.453       371.525       361.058       383.382       482.485       470.309       394.622       392.875       368.472       369.548       406.081       366.827       378.152       392.579       387.591       402.064       391.654       381.297       390.949       473.700       415.373       406.080       427.607       459.186       422.528       391.079       426.201       398.320       398.124       397.110       415.420       396.300       439.996       414.900       413.192       483.422       430.636       421.670       420.090       432.201       421.351       393.498       420.952       410.820       429.927       413.191       429.063       420.578       422.656       447.784       435.538       471.921       451.522       440.068       434.746       425.931       442.789       437.046       484.587       450.283       475.526       461.277       453.552       462.843       465.621       460.898       461.826       485.249       459.369       462.936       456.157       482.758       457.050       465.895       482.892       476.228       502.965       474.622       464.386       473.672       461.368       476.132       474.069       484.642       487.546       493.306       500.630       504.198       485.591       500.202       486.272       503.306       509.581       519.092       523.697       536.458       499.988       552.886       549.948       544.918       525.762       535.951       521.153       501.879       523.406       527.616       511.212       570.423       535.274       591.374       509.177       552.090       515.287       556.376       561.173       538.438       542.129       530.137       534.212

Running Time  2020000.000   532.575       518.687       537.101       514.085       508.246       505.973       482.939       475.766       490.086       464.614       495.476       474.530       473.615       492.084       482.429       507.920       509.411       539.826       490.624       478.926       480.712       506.284       493.679       479.462       492.506       490.928       481.783       483.503       499.293       475.452       499.942       490.608       484.109       495.610       537.594       522.013       546.649       543.515       518.226       554.267       578.137       536.094       542.625       527.348       516.196       577.750       561.863       536.206       536.895       528.895       545.439       541.684       545.188       534.322       534.772       540.263       583.732       564.807       568.581       588.146       569.988       583.649       583.111       620.013       587.410       586.232       587.023       595.185       553.593       599.674       580.884       603.724       638.080       593.401       575.870       589.227       634.397       632.966       617.918       609.647       628.481       616.303       702.349       600.157       636.894       644.258       627.581       674.843       637.394       619.981       662.643       632.038       620.818       706.877       635.006       635.202       668.043       645.010       642.116       671.503       658.003       657.605       635.015       804.942       634.473       655.727       674.446       675.637       681.042       736.865       648.586       672.877       686.263       634.931       651.181       650.573       640.960       656.728       650.624       664.094       667.089       652.397       659.157       667.966       653.107       655.310       706.877       676.812       687.794       691.014       706.897       756.400       706.345       716.757       707.187       712.299       748.166       725.739       724.560       748.297       813.499       745.821       709.659       713.990       743.408       720.939       696.134       711.664       743.172       755.276

Running Time  2520000.000   680.191       644.929       653.356       641.664       658.234       659.164       670.896       669.679       673.384       701.710       678.341       608.011       664.597       672.120       691.007       675.287       698.705       694.708       662.511       647.075       687.846       684.456       643.478       678.306       636.302       629.017       682.241       707.888       691.005       693.362       654.280       708.432       689.217       668.098       683.097       708.552       687.882       689.513       692.370       713.644       696.184       710.917       685.414       711.111       717.427       691.402       704.551       673.989       680.554       676.493       693.070       736.979       702.587       704.199       709.034       740.957       683.128       744.423       717.695       695.706       711.852       706.955       731.079       714.918       739.790       774.488       734.115       714.917       730.968       788.710       790.484       747.573       752.268       751.018       742.393       805.566       815.259       760.657       958.220       765.445       792.138       1005.812      809.785       1142.154      1074.630      1123.464      920.459       806.939       843.358       867.855       1105.995      873.815       774.997       778.751       795.043       812.409       820.896       784.152       806.910       876.717       882.992       924.058       835.386       846.426       818.635       838.050       839.280       830.186       863.382       919.817       872.494       933.959       878.389       881.819       916.934       979.476       874.579       851.094       843.481       875.095       893.951       901.085       913.336       901.510       924.226       986.496       1075.664      889.845       916.395       941.803       992.445       910.164       1094.157      1262.880      1175.407      1032.013      1193.520      1144.350      1035.469      936.930       932.376       977.166       1059.150      1053.120      1070.961      1039.175      1078.529      1054.434      986.810       967.185

Running Time  3020000.000   1050.098      870.212       859.492       819.639       813.797       817.473       812.146       815.868       807.627       802.986       827.271       839.571       759.515       790.719       796.806       795.340       799.222       892.651       852.153       851.942       835.835       836.706       828.613       805.049       776.847       787.593       801.772       851.445       886.665       823.315       858.961       831.538       866.997       911.528       855.072       873.117       913.409       867.262       895.278       868.806       860.383       875.912       876.469       882.860       898.695       887.590       910.507       897.817       881.067       906.527       880.746       888.577       899.993       917.261       877.934       912.149       928.481       906.783       922.241       903.132       947.174       942.420       940.317       925.356       987.016       958.497       997.579       941.297       1086.677      935.059       980.015       967.879       982.646       999.040       963.845       927.760       942.766       975.366       944.839       959.705       976.856       992.192       997.936       1385.524      1491.875      1620.986      1061.577      1037.851      1002.136      1382.924      1346.004      1345.931      1061.130      961.071       962.953       1029.008      1274.284      1219.861      1043.281      1139.074      1289.832      1345.286      1260.332      1395.453      1442.203      1195.664      1354.083      1082.082      1094.723      1128.869      1164.442      1694.983      1572.469      1184.583      1268.153      1106.040      1113.926      1268.295      1217.946      1385.556      1250.785      1194.014      1306.081      1101.804      1131.146      1112.431      1133.865      1123.166      1133.658      1244.107      1221.458      1285.651      1208.139      1239.001      1159.237      1159.672      1135.526      1172.632      1142.837      1194.499      1275.073      1388.677      1146.281      1218.664      1213.521      1184.103      1196.827      1299.777      1174.413      1276.078

Running Time  3520000.000   1061.463      1055.024      1054.138      1154.125      1150.673      1015.796      952.639       1023.649      1074.311      1063.085      1031.114      989.475       1027.855      1009.284      1229.233      1002.853      1001.838      1069.237      996.571       1046.932      1082.252      1114.021      1080.009      1076.878      1056.321      1043.869      1074.168      1099.766      1104.581      1060.155      1074.994      1176.493      1125.457      1102.258      1173.180      1104.619      1049.287      1128.146      1086.649      1181.200      1166.055      1167.489      1089.300      1081.353      1136.521      1115.633      1241.302      1341.848      1325.803      1162.835      1078.066      1286.040      1077.540      1075.914      1132.518      1366.011      1243.229      1400.065      1201.146      1134.413      1139.905      1164.287      1139.300      1222.006      1172.455      1149.138      1171.172      1291.646      1192.479      1249.962      1222.655      1176.995      1239.593      1345.352      1151.545      1158.351      1232.758      1208.964      1234.403      1219.890      1299.505      1213.187      1262.795      1241.158      1275.438      1267.238      1283.578      1250.379      1351.681      1311.723      1212.404      1259.768      1240.915      1225.076      1256.771      1298.917      1322.756      1275.024      1311.605      1408.547      1328.203      1376.004      1412.966      1275.349      1390.128      1290.420      1330.972      1320.367      1307.456      1282.006      1376.795      1394.173      1364.361      1340.237      1415.911      1348.865      1307.484      1496.082      1388.935      1518.062      1484.753      1392.749      1462.621      1378.865      1383.861      1334.652      1493.071      1333.584      1436.713      1357.314      1664.783      1589.353      1473.919      1611.449      1432.200      1343.207      1387.160      1355.684      1425.970      1395.261      1407.479      1439.063      1761.248      1386.583      1476.304      1603.777      1391.839      1390.251      1457.225      1403.845

Running Time  4020000.000   1217.310      1203.503      1198.912      1243.324      1190.896      1252.866      1215.846      1103.731      1129.027      1209.249      1223.583      1217.174      1211.596      1240.926      1399.089      1333.886      1279.997      1199.532      1319.760      1350.843      1323.022      1202.204      1262.087      1474.904      1289.404      1194.058      1318.900      1319.691      1188.250      1250.704      1245.672      1277.539      1296.212      1289.216      1245.113      1325.859      1362.991      1331.629      1217.667      1309.614      1238.808      1280.635      1246.067      1273.427      1329.715      1457.916      1259.697      1391.421      1372.744      1310.961      1301.540      1382.149      1344.610      1510.809      1338.823      1375.519      1453.623      1417.958      1389.747      1396.623      1437.049      1305.735      1508.400      1454.579      1409.095      1388.889      1547.019      1479.512      1530.772      1324.378      1295.098      1432.221      1531.366      1400.088      1359.881      1342.030      1343.527      1385.338      1407.693      1439.664      1421.286      1363.922      1507.331      1461.981      1472.330      1508.524      1416.881      1468.976      1499.698      1528.792      1521.252      1457.999      1457.827      1536.656      1440.320      1578.780      1564.564      1474.854      1494.983      1496.001      1491.437      1518.679      1503.184      1605.431      1708.003      1635.976      1535.052      1563.755      1557.160      1591.636      1553.148      1511.401      1580.226      1556.955      1537.862      1849.440      1843.912      1826.754      1708.376      1641.032      1541.461      1503.175      1753.879      1746.697      1556.098      1699.722      1690.813      1797.015      1812.355      1878.323      1683.305      1626.608      1772.576      1625.479      1636.502      1645.730      1748.906      1915.437      1744.134      1645.277      1664.429      1672.991      1687.835      1654.141      1643.865      1792.631      1788.432      1694.215      1853.070      1719.686

